transcript_id,cov,fpkm,tpm
STRG.6980.1,37.901459,7.600982,4.949301
STRG.6981.1,498.594879,99.991158,65.1082
STRG.6981.2,85.922638,17.231432,11.220068
STRG.6981.3,17.303991,3.470245,2.259614
STRG.6982.1,3.021898,0.606029,0.39461
STRG.6983.1,24.519714,4.917328,3.201867
STRG.6983.2,2.987147,0.59906,0.390072
STRG.6984.1,14.370971,2.882039,1.87661
STRG.6984.2,12.122873,2.431192,1.583046
STRG.6985.1,1.648804,0.330661,0.215306
STRG.6986.1,8.105318,1.625488,1.05842
STRG.6987.1,8.782749,1.761344,1.146881
STRG.6987.2,1.904438,0.381927,0.248688
STRG.6988.1,1.856918,0.372397,0.242483
STRG.6987.3,14.610772,2.93013,1.907924
STRG.6987.4,1.80468,0.361921,0.235661
STRG.6989.1,8.910184,1.786901,1.163522
STRG.6990.1,1.0,0.200546,0.130583
STRG.6991.1,114.087669,22.879812,14.897953
STRG.6991.2,24.794142,4.972363,3.237703
STRG.6992.1,20.131098,4.037209,2.628787
STRG.6992.2,13.423426,2.692013,1.752876
STRG.6993.1,15.48586,3.105626,2.022196
STRG.6994.1,1.0,0.200546,0.130583
STRG.6995.1,1.0,0.200546,0.130583
STRG.6996.1,515.632324,103.407951,67.333008
STRG.6997.1,17.486052,3.506756,2.283388
STRG.6997.2,9.534508,1.912106,1.245048
STRG.6997.3,1.758727,0.352705,0.229661
STRG.6997.4,1.708883,0.342709,0.223152
STRG.6998.1,15.375736,3.083541,2.007816
STRG.6999.1,5.902043,1.18363,0.770709
STRG.7000.1,2272.885254,455.81781,296.801025
STRG.7001.1,2.019374,0.404977,0.263697
STRG.7002.1,563.912048,113.090248,73.637543
STRG.7003.1,26.493662,5.313195,3.459632
STRG.7003.2,24.096891,4.832532,3.146653
STRG.7003.3,3.868006,0.775713,0.505097
STRG.7003.4,2.136822,0.428531,0.279033
STRG.7004.1,1.0,0.200546,0.130583
STRG.7005.1,39.364006,7.89429,5.140285
STRG.7005.2,12.568961,2.520653,1.641297
STRG.7006.1,40.934326,8.209211,5.345343
STRG.7007.1,65.382973,13.112287,8.53793
STRG.7007.2,1.277747,0.256247,0.166853
STRG.7008.1,2099.969971,421.14035,274.221161
STRG.7009.1,56.241283,11.278958,7.344177
STRG.7010.1,1.535613,0.307961,0.200526
STRG.7011.1,11.161858,2.238465,1.457553
STRG.7012.1,11.589904,2.324307,1.513449
STRG.7013.1,98.655937,19.785044,12.882825
STRG.7014.1,54.727776,10.97543,7.146538
STRG.7014.2,3.785563,0.759179,0.494332
STRG.7014.3,3.281458,0.658083,0.428504
STRG.7015.1,1.0,0.200546,0.130583
STRG.7016.1,2.840422,0.569635,0.370912
STRG.7017.1,32.517525,6.521256,4.246248
STRG.7018.1,473.847656,95.028206,61.876625
STRG.7019.1,10.886181,2.183179,1.421554
STRG.7019.2,3.179942,0.637724,0.415248
STRG.7019.3,2.244077,0.45004,0.293039
STRG.7020.1,180.813873,36.261478,23.611286
STRG.7020.2,2.646947,0.530834,0.345647
STRG.7021.1,1.0,0.200546,0.130583
STRG.7022.1,3.69863,0.741745,0.48298
STRG.7023.1,1.0,0.200546,0.130583
STRG.7024.1,20.419191,4.094985,2.666407
STRG.7025.1,11.401648,2.286554,1.488866
STRG.7026.1,12.08284,2.423164,1.577818
STRG.7026.2,6.518957,1.30735,0.851267
STRG.7027.1,39.329052,7.88728,5.13572
STRG.7027.2,7.733209,1.550863,1.009829
STRG.7027.3,3.10091,0.621875,0.404927
STRG.7027.4,2.571709,0.515746,0.335822
STRG.7027.5,1.260343,0.252757,0.16458
STRG.7028.1,2.132932,0.427751,0.278525
STRG.7029.1,2.879147,0.577401,0.375969
STRG.7030.1,4.49459,0.901372,0.586919
STRG.7031.1,13.067747,2.620683,1.706431
STRG.7032.1,14.483558,2.904618,1.891312
STRG.7033.1,1013.552673,203.263824,132.353134
STRG.7033.2,44.564938,8.937316,5.81944
STRG.7033.3,5.076512,1.018074,0.662908
STRG.7034.1,3.446878,0.691257,0.450105
STRG.7035.1,12750.847656,2557.130127,1665.048706
STRG.7035.2,11912.869141,2389.076904,1555.622559
STRG.7036.1,70.101578,14.058584,9.1541
STRG.7037.1,108.214577,21.701988,14.131024
STRG.7037.2,22.405428,4.493317,2.925776
STRG.7038.1,2.399682,0.481246,0.313359
STRG.7039.1,1.120783,0.224768,0.146356
STRG.7040.1,2.679002,0.537263,0.349833
STRG.7041.1,3275.571289,656.902405,427.735138
STRG.7042.1,10.969113,2.199811,1.432384
STRG.7043.1,10.391348,2.083942,1.356937
STRG.7044.1,18.434813,3.697026,2.40728
STRG.7044.2,6.735665,1.35081,0.879566
STRG.7045.1,473.102966,94.87886,61.779385
STRG.7046.1,5.042857,1.011324,0.658513
STRG.7047.1,100.844643,20.22398,13.168633
STRG.7048.1,46.37925,9.301168,6.056359
STRG.7048.2,31.344824,6.286076,4.093113
STRG.7049.1,2.87088,0.575743,0.374889
STRG.7050.1,4.27062,0.856455,0.557672
STRG.7051.1,22.757786,4.563981,2.971788
STRG.7051.2,3.219142,0.645586,0.420366
STRG.7051.3,2.242839,0.449792,0.292877
STRG.7052.1,9.375973,1.880313,1.224346
STRG.7052.2,22.747635,4.561945,2.970463
STRG.7052.3,47.409672,9.507815,6.190915
STRG.7052.4,3.457936,0.693475,0.451549
STRG.7053.1,231.624039,46.451248,30.246248
STRG.7053.2,47.144379,9.454612,6.156272
STRG.7054.1,5.771249,1.1574,0.753629
STRG.7055.1,1.0,0.200546,0.130583
STRG.7056.1,14.777022,2.963471,1.929633
STRG.7056.2,12.406424,2.488057,1.620073
STRG.7056.3,4.303197,0.862988,0.561926
STRG.7056.4,2.029904,0.407089,0.265072
STRG.7056.5,1.205915,0.241841,0.157472
STRG.7057.1,9.236199,1.852282,1.206094
STRG.7057.2,1918.092651,384.665619,250.471008
STRG.7057.3,284.911346,57.137798,37.204685
STRG.7058.1,142.847839,28.647547,18.653553
STRG.7058.2,5.135095,1.029822,0.670558
STRG.7059.1,3.352941,0.672419,0.437838
STRG.7060.1,3.922573,0.786656,0.512223
STRG.7060.2,5.224916,1.047835,0.682287
STRG.7061.1,1.0,0.200546,0.130583
STRG.7062.1,20.528896,4.116986,2.680732
STRG.7062.2,12.63894,2.534688,1.650435
STRG.7062.3,3.481061,0.698112,0.454569
STRG.7062.4,2.844977,0.570548,0.371507
STRG.7063.1,1.0,0.200546,0.130583
STRG.7064.1,12.042727,2.41512,1.57258
STRG.7065.1,3.633641,0.728712,0.474493
STRG.7066.1,1.119931,0.224598,0.146244
STRG.7067.1,8.457117,1.69604,1.104359
STRG.7067.2,2.249276,0.451083,0.293718
STRG.7068.1,7.518072,1.507719,0.981735
STRG.7069.1,7.821046,1.568479,1.021299
STRG.7069.2,3.86937,0.775986,0.505275
STRG.7070.1,3.073996,0.616477,0.401413
STRG.7071.1,2.376496,0.476597,0.310331
STRG.7072.1,25.651413,5.144286,3.349648
STRG.7073.1,52.659744,10.560696,6.876487
STRG.7074.1,480.855286,96.433556,62.791706
STRG.7074.2,251.956543,50.528851,32.901337
STRG.7075.1,9.357461,1.8766,1.221929
STRG.7076.1,73.437607,14.727612,9.58973
STRG.7076.2,45.220833,9.068852,5.905089
STRG.7076.3,1.911542,0.383352,0.249616
STRG.7077.1,2.439105,0.489152,0.318507
STRG.7078.1,1.818182,0.364629,0.237424
STRG.7079.1,4.704039,0.943376,0.614269
STRG.7080.1,8.958439,1.796578,1.169823
STRG.7080.2,7.294369,1.462856,0.952523
STRG.7081.1,50.688976,10.165466,6.619138
STRG.7082.1,4.088962,0.820025,0.53395
STRG.7083.1,56.10244,11.251114,7.326046
STRG.7084.1,12.543959,2.51564,1.638032
STRG.7084.2,1.708546,0.342642,0.223108
STRG.7085.1,28.705923,5.756855,3.748516
STRG.7086.1,11.696508,2.345687,1.527369
STRG.7087.1,1149.346069,230.496643,150.08548
STRG.7087.2,475.276611,95.314774,62.063225
STRG.7087.3,19.651596,3.941047,2.566172
STRG.7087.4,7.196992,1.443327,0.939807
STRG.7088.1,11.537659,2.31383,1.506626
STRG.7088.2,5.06471,1.015707,0.661367
STRG.7089.1,1.581281,0.317119,0.206489
STRG.7090.1,9.153276,1.835652,1.195266
STRG.7090.2,1.448461,0.290483,0.189145
STRG.7091.1,1.775338,0.356037,0.23183
STRG.7092.1,1.048909,0.210354,0.13697
STRG.7093.1,1.702443,0.341418,0.222311
STRG.7094.1,131.245132,26.320673,17.138433
STRG.7094.2,46.414318,9.308201,6.060938
STRG.7094.3,5.988513,1.200972,0.782
STRG.7094.4,5.606061,1.124273,0.732058
STRG.7094.5,4.580702,0.918641,0.598164
STRG.7094.6,2.320374,0.465341,0.303002
STRG.7094.7,2.307149,0.462689,0.301275
STRG.7094.8,2.0546,0.412042,0.268297
STRG.7095.1,3.958949,0.793951,0.516973
STRG.7095.2,2.089296,0.419,0.272827
STRG.7096.1,1.0,0.200546,0.130583
STRG.7097.1,2.437052,0.488741,0.318238
STRG.7098.1,1.0,0.200546,0.130583
STRG.7099.1,2.835,0.568548,0.370204
STRG.7100.1,3.040572,0.609774,0.397048
STRG.7101.1,4.848525,0.972352,0.633137
STRG.7101.2,4.571834,0.916862,0.597005
STRG.7101.3,2.265452,0.454327,0.29583
STRG.7101.4,1.563527,0.313559,0.204171
STRG.7102.1,11.120914,2.230254,1.452206
STRG.7103.1,5.481657,1.099324,0.715813
STRG.7104.1,20.558037,4.12283,2.684538
STRG.7104.2,1.138345,0.22829,0.148649
STRG.7105.1,1.0,0.200546,0.130583
STRG.7106.1,1.0,0.200546,0.130583
STRG.7107.1,4413.030273,885.015076,576.268372
STRG.7107.2,851.890381,170.843124,111.242722
STRG.7108.1,256.871185,51.514462,33.543106
STRG.7109.1,11.596048,2.32554,1.514251
STRG.7110.1,11.563565,2.319026,1.510009
STRG.7110.2,5.436986,1.090365,0.70998
STRG.7110.3,3.891929,0.78051,0.508221
STRG.7110.4,2.553945,0.512183,0.333503
STRG.7111.1,47.015568,9.428779,6.139452
STRG.7112.1,15.414461,3.091307,2.012872
STRG.7112.2,10.871124,2.180159,1.419588
STRG.7112.3,10.755231,2.156917,1.404454
STRG.7112.4,7.622949,1.528751,0.99543
STRG.7112.5,2.548683,0.511128,0.332816
STRG.7113.1,17.357264,3.480928,2.26657
STRG.7113.2,5.001187,1.002967,0.653072
STRG.7113.3,40.182549,8.058446,5.247173
STRG.7113.4,3.403844,0.682627,0.444485
STRG.7113.5,19.91478,3.993828,2.600539
STRG.7114.1,819.919922,164.43158,107.067909
STRG.7115.1,1.846505,0.370309,0.241123
STRG.7116.1,52.494278,10.527513,6.85488
STRG.7116.2,2.836174,0.568783,0.370357
STRG.7116.3,1.922622,0.385574,0.251062
STRG.7117.1,148.314484,29.743862,19.367405
STRG.7118.1,1590.042603,318.876495,207.633133
STRG.7119.1,23144.634766,4641.561523,3022.304443
STRG.7119.2,15505.878906,3109.640381,2024.810059
STRG.7120.1,14.548039,2.91755,1.899732
STRG.7121.1,176.344681,35.3652,23.027685
STRG.7122.1,12.032532,2.413075,1.571249
STRG.7122.2,8.420486,1.688694,1.099576
STRG.7122.3,5.139428,1.030691,0.671124
STRG.7122.4,1.222818,0.245231,0.15968
STRG.7123.1,47.763889,9.578852,6.23717
STRG.7124.1,24.953367,5.004295,3.258495
STRG.7124.2,2.744471,0.550392,0.358382
STRG.7125.1,113.567345,22.775465,14.830007
STRG.7125.2,3.853511,0.772806,0.503204
STRG.7125.3,332.004639,66.582161,43.354286
STRG.7125.4,11.322711,2.270723,1.478558
STRG.7126.1,21.427185,4.297134,2.798034
STRG.7127.1,95.41375,19.134836,12.45945
STRG.7128.1,8.116134,1.627657,1.059832
STRG.7129.1,2.827703,0.567084,0.369251
STRG.7130.1,299.800293,60.123718,39.148933
STRG.7130.2,18.928558,3.796045,2.471755
STRG.7130.3,9.295583,1.864191,1.213849
STRG.7130.4,8.249728,1.654449,1.077277
STRG.7131.1,44.193951,8.862916,5.770995
STRG.7131.2,5.981097,1.199485,0.781032
STRG.7132.1,3.100239,0.62174,0.40484
STRG.7133.1,277.832184,55.718102,36.280266
STRG.7134.1,22.273127,4.466784,2.9085
STRG.7134.2,9.323036,1.869697,1.217433
STRG.7135.1,17.759623,3.56162,2.319111
STRG.7135.2,2.000126,0.401117,0.261183
STRG.7136.1,15.321144,3.072592,2.000687
STRG.7137.1,45.786118,9.182218,5.978906
STRG.7138.1,6.379121,1.279306,0.833007
STRG.7139.1,31.116367,6.24026,4.06328
STRG.7139.2,2.786602,0.558842,0.363884
STRG.7140.1,30.344593,6.085484,3.962499
STRG.7140.2,20.244652,4.059982,2.643615
STRG.7140.3,1.554308,0.31171,0.202967
STRG.7141.1,87.534027,17.55459,11.430489
STRG.7142.1,30.735273,6.163833,4.013516
STRG.7142.2,10.074347,2.020369,1.315542
STRG.7142.3,9.257091,1.856472,1.208822
STRG.7142.4,3.691688,0.740353,0.482073
STRG.7143.1,29.446726,5.90542,3.845253
STRG.7143.2,10.356017,2.076857,1.352324
STRG.7143.3,3.348835,0.671595,0.437302
STRG.7143.4,1.999407,0.400973,0.261089
STRG.7144.1,45.849022,9.194833,5.98712
STRG.7145.1,86.244385,17.295958,11.262083
STRG.7146.1,36.968647,7.413911,4.827491
STRG.7147.1,51.186203,10.265183,6.684067
STRG.7148.1,8.429035,1.690408,1.100692
STRG.7148.2,5.417957,1.086549,0.707495
STRG.7148.3,4.507661,0.903993,0.588626
STRG.7149.1,1.434447,0.287672,0.187315
STRG.7150.1,5.300137,1.062921,0.69211
STRG.7151.1,3.741312,0.750305,0.488553
STRG.7152.1,5.32138,1.067181,0.694884
STRG.7153.1,1.973131,0.395703,0.257658
STRG.7154.1,18.309366,3.671868,2.390899
STRG.7154.2,4.860174,0.974688,0.634658
STRG.7155.1,1.550228,0.310892,0.202434
STRG.7156.1,23.691225,4.751178,3.09368
STRG.7157.1,5.880535,1.179317,0.7679
STRG.7158.1,197.889862,39.686001,25.841125
STRG.7158.2,145.240555,29.127398,18.966002
STRG.7158.3,73.531303,14.746401,9.601966
STRG.7158.4,28.094009,5.634138,3.668611
STRG.7159.1,5.977977,1.198859,0.780624
STRG.7159.2,5.081047,1.018983,0.6635
STRG.7159.3,2.246897,0.450606,0.293407
STRG.7160.1,10.253113,2.05622,1.338886
STRG.7161.1,247.13475,49.561859,32.27169
STRG.7161.2,10.138716,2.033278,1.323948
STRG.7162.1,1.674933,0.335901,0.218718
STRG.7163.1,9.024574,1.809841,1.178459
STRG.7164.1,67.681801,13.573307,8.838118
STRG.7164.2,5.686016,1.140307,0.742499
STRG.7165.1,247.278473,49.590683,32.290459
STRG.7165.2,3.341419,0.670108,0.436334
STRG.7166.1,14.731855,2.954413,1.923735
STRG.7167.1,94.078094,18.866976,12.285035
STRG.7167.2,27.288532,5.472603,3.563429
STRG.7167.3,2.666983,0.534853,0.348264
STRG.7168.1,10.505682,2.106871,1.371867
STRG.7169.1,5.532929,1.109606,0.722509
STRG.7170.1,1.943951,0.389851,0.253848
STRG.7171.1,1.51333,0.303492,0.197616
STRG.7172.1,1.048495,0.210271,0.136916
STRG.7173.1,2.204786,0.442161,0.287908
STRG.7173.2,1.191968,0.239044,0.155651
STRG.7174.1,2.589903,0.519394,0.338198
STRG.7175.1,4.670289,0.936607,0.609862
STRG.7175.2,2.945611,0.59073,0.384648
STRG.7176.1,57.205204,11.472269,7.470048
STRG.7176.2,9.731506,1.951614,1.270773
STRG.7177.1,2.075819,0.416297,0.271067
STRG.7177.2,1.942513,0.389563,0.25366
STRG.7178.1,1.658841,0.332674,0.216617
STRG.7179.1,3.28208,0.658208,0.428585
STRG.7180.1,6.770804,1.357857,0.884154
STRG.7181.1,1.990141,0.399115,0.259879
STRG.7182.1,1.696356,0.340197,0.221516
STRG.7183.1,5.63678,1.130433,0.73607
STRG.7184.1,2.357386,0.472764,0.307835
STRG.7185.1,1.875616,0.376147,0.244924
STRG.7186.1,2.899104,0.581403,0.378575
STRG.7187.1,6.230534,1.249508,0.813604
STRG.7187.2,2.438249,0.488981,0.318395
STRG.7188.1,5.576132,1.11827,0.72815
STRG.7189.1,1126.979248,226.011047,147.164749
STRG.7190.1,180.531174,36.204784,23.574369
STRG.7191.1,6.648161,1.333261,0.868139
STRG.7192.1,1.81737,0.364466,0.237318
STRG.7193.1,2.050126,0.411144,0.267712
STRG.7194.1,30.441576,6.104933,3.975164
STRG.7195.1,106.659271,21.390079,13.927928
STRG.7195.2,3.537623,0.709456,0.461955
STRG.7196.1,21.433289,4.298358,2.798831
STRG.7197.1,1217.193359,244.103119,158.945221
STRG.7198.1,200.180496,40.145378,26.140245
STRG.7198.2,8.608989,1.726497,1.124191
STRG.7198.3,8.266364,1.657785,1.07945
STRG.7199.1,14.601659,2.928303,1.906734
STRG.7200.1,7.69862,1.543927,1.005312
STRG.7200.2,3.067272,0.615129,0.400535
STRG.7201.1,174.631424,35.021614,22.803961
STRG.7202.1,2.44928,0.491193,0.319835
STRG.7202.2,1.68005,0.336927,0.219387
STRG.7203.1,322.309631,64.637871,42.08828
STRG.7204.1,842.237122,168.907196,109.982162
STRG.7205.1,46.598034,9.345044,6.084928
STRG.7206.1,57.075985,11.446355,7.453175
STRG.7207.1,3.822785,0.766644,0.499192
STRG.7208.1,3.297369,0.661274,0.430582
STRG.7209.1,162.020203,32.492485,21.157145
STRG.7210.1,20.384583,4.088044,2.661887
STRG.7211.1,40.284359,8.078863,5.260468
STRG.7211.2,33.293812,6.676937,4.347618
STRG.7211.3,1.836587,0.36832,0.239828
STRG.7212.1,136.567856,27.388123,17.833492
STRG.7213.1,9.163009,1.837604,1.196537
STRG.7213.2,9.49358,1.903898,1.239704
STRG.7214.1,1.0,0.200546,0.130583
STRG.7215.1,7.823845,1.56904,1.021664
STRG.7216.1,1.318182,0.264356,0.172133
STRG.7217.1,1.0,0.200546,0.130583
STRG.7218.1,3.18694,0.639128,0.416161
STRG.7219.1,10.637299,2.133267,1.389054
STRG.7219.2,11.813369,2.369123,1.54263
STRG.7220.1,884.607117,177.404327,115.514984
STRG.7221.1,8.849022,1.774635,1.155535
STRG.7221.2,2.3858,0.478462,0.311546
STRG.7222.1,1.393885,0.279538,0.182018
STRG.7223.1,19.262373,3.86299,2.515346
STRG.7224.1,867.658264,174.005295,113.301743
STRG.7225.1,232.513962,46.629723,30.362459
STRG.7225.2,11.328783,2.271941,1.479351
STRG.7226.1,173.310852,34.756779,22.631516
STRG.7227.1,26.071575,5.228547,3.404514
STRG.7228.1,7.205788,1.445091,0.940956
STRG.7229.1,40.567852,8.135716,5.297487
STRG.7230.1,23.29694,4.672106,3.042193
STRG.7231.1,2.230713,0.44736,0.291294
STRG.7231.2,2.163326,0.433846,0.282494
STRG.7232.1,4.231694,0.848649,0.552589
STRG.7233.1,2.199856,0.441172,0.287265
STRG.7234.1,76.135933,15.268748,9.942087
STRG.7235.1,42.2374,8.470537,5.515502
STRG.7236.1,146.338257,29.347536,19.109343
STRG.7237.1,14.246017,2.85698,1.860293
STRG.7238.1,2.035012,0.408113,0.265739
STRG.7239.1,1.482882,0.297386,0.19364
STRG.7240.1,52.126213,10.453698,6.806817
STRG.7240.2,18.462469,3.702572,2.410892
STRG.7240.3,4.161346,0.834541,0.543403
STRG.7241.1,321.465057,64.468498,41.977993
STRG.7242.1,72.589027,14.557431,9.47892
STRG.7242.2,2.780504,0.557619,0.363088
STRG.7243.1,25.052465,5.024169,3.271435
STRG.7244.1,1.191236,0.238897,0.155556
STRG.7244.2,2.190165,0.439229,0.285999
STRG.7245.1,3.139257,0.629565,0.409935
STRG.7246.1,35.080593,7.035269,4.580942
STRG.7246.2,4.244088,0.851134,0.554207
STRG.7247.1,1.0,0.200546,0.130583
STRG.7248.1,35.485744,7.11652,4.633848
STRG.7249.1,1.70499,0.341929,0.222643
STRG.7249.2,2.548666,0.511125,0.332813
STRG.7250.1,6.489071,1.301357,0.847365
STRG.7251.1,12.653045,2.537516,1.652277
STRG.7252.1,33.42783,6.703814,4.365119
STRG.7252.2,8.821762,1.769168,1.151975
STRG.7252.3,2.755946,0.552694,0.359881
STRG.7252.4,1.351008,0.270939,0.176419
STRG.7253.1,88.9506,17.838676,11.61547
STRG.7254.1,41.152386,8.252942,5.373817
STRG.7254.2,4.534562,0.909388,0.592138
STRG.7254.3,1.452692,0.291331,0.189697
STRG.7255.1,106.796852,21.417669,13.945894
STRG.7255.2,10.076726,2.020846,1.315853
STRG.7255.3,12.05114,2.416807,1.573678
STRG.7256.1,1694.783569,339.881866,221.310562
STRG.7256.2,1.772641,0.355496,0.231477
STRG.7257.1,24.766142,4.966748,3.234046
STRG.7257.2,1.938037,0.388665,0.253075
STRG.7257.3,1.082319,0.217055,0.141333
STRG.7258.1,1.0,0.200546,0.130583
STRG.7259.1,7.220126,1.447967,0.942828
STRG.7260.1,1.644489,0.329796,0.214743
STRG.7261.1,79.696297,15.982765,10.407011
STRG.7262.1,1.415427,0.283858,0.184831
STRG.7263.1,508.389038,101.95533,66.387154
STRG.7264.1,99.826187,20.019732,13.03564
STRG.7265.1,43.023769,8.628241,5.618189
STRG.7265.2,23.969484,4.806982,3.130016
STRG.7265.3,22.853453,4.583166,2.984281
STRG.7265.4,7.374677,1.478961,0.96301
STRG.7265.5,1.01836,0.204228,0.132981
STRG.7266.1,109.071724,21.873886,14.242953
STRG.7267.1,17.165602,3.442491,2.241542
STRG.7268.1,4.526818,0.907835,0.591127
STRG.7269.1,1.0,0.200546,0.130583
STRG.7270.1,22.736134,4.559639,2.968961
STRG.7271.1,7.124871,1.428864,0.93039
STRG.7272.1,8.285,1.661523,1.081883
STRG.7273.1,21.070032,4.225509,2.751396
STRG.7274.1,126.197601,25.308411,16.479309
STRG.7274.2,37.327389,7.485855,4.874336
STRG.7274.3,4.744128,0.951415,0.619504
STRG.7275.1,19.540159,3.918699,2.55162
STRG.7276.1,9.14746,1.834486,1.194506
STRG.7276.2,4.297825,0.861911,0.561225
STRG.7276.3,9.078303,1.820617,1.185475
STRG.7276.4,7.306595,1.465308,0.95412
STRG.7277.1,5.927214,1.188679,0.773996
STRG.7278.1,38.772041,7.775573,5.062984
STRG.7279.1,55.863483,11.203193,7.294842
STRG.7280.1,16.57029,3.323103,2.163804
STRG.7281.1,13.215297,2.650274,1.725698
STRG.7281.2,3.202091,0.642166,0.41814
STRG.7281.3,3.426147,0.6871,0.447398
STRG.7282.1,57.789288,11.589405,7.54632
STRG.7282.2,12.146852,2.436001,1.586177
STRG.7282.3,5.007212,1.004176,0.653859
STRG.7283.1,2.812836,0.564103,0.36731
STRG.7284.1,109.915466,22.043095,14.353132
STRG.7284.2,32.319401,6.481523,4.220376
STRG.7284.3,5.141795,1.031166,0.671433
STRG.7284.4,3.528013,0.707529,0.4607
STRG.7285.1,16.076885,3.224153,2.099374
STRG.7286.1,19.584517,3.927594,2.557412
STRG.7287.1,81.207253,16.285782,10.604318
STRG.7287.2,254.356934,51.010239,33.214787
STRG.7288.1,8.626294,1.729968,1.126451
STRG.7289.1,2259.676025,453.168762,295.076111
STRG.7290.1,19.241877,3.85888,2.512669
STRG.7290.2,6.138065,1.230964,0.801529
STRG.7291.1,80.203857,16.084555,10.47329
STRG.7292.1,4.620177,0.926558,0.603318
STRG.7293.1,8.185806,1.64163,1.06893
STRG.7294.1,505.52655,101.381271,66.013367
STRG.7295.1,5.640114,1.131102,0.736505
STRG.7296.1,17.448313,3.499187,2.27846
STRG.7297.1,10.581028,2.121982,1.381706
STRG.7298.1,22.918726,4.596256,2.992805
STRG.7299.1,37.733208,7.56724,4.92733
STRG.7300.1,14.006689,2.808984,1.829041
STRG.7301.1,2100.030273,421.152435,274.229034
STRG.7302.1,218.846695,43.888805,28.57774
STRG.7303.1,6.24058,1.251523,0.814916
STRG.7304.1,2.683089,0.538082,0.350367
STRG.7305.1,3.530612,0.70805,0.461039
STRG.7306.1,8.926605,1.790194,1.165666
STRG.7307.1,5.443882,1.091748,0.71088
STRG.7307.2,1.546041,0.310052,0.201887
STRG.7308.1,355.816101,71.35746,46.463665
STRG.7309.1,56.598591,11.350615,7.390835
STRG.7310.1,90.670006,18.183498,11.839995
STRG.7310.2,44.09409,8.842889,5.757955
STRG.7310.3,36.71365,7.362772,4.794192
STRG.7310.4,13.830047,2.773559,1.805974
STRG.7310.5,12.495127,2.505846,1.631656
STRG.7311.1,10.842497,2.174418,1.41585
STRG.7311.2,1.253776,0.25144,0.163722
STRG.7312.1,22.838438,4.580155,2.98232
STRG.7312.2,1.277443,0.256186,0.166813
STRG.7313.1,3.799478,0.76197,0.496149
STRG.7313.2,2.200982,0.441398,0.287412
STRG.7313.3,2.16832,0.434848,0.283147
STRG.7313.4,1.717553,0.344448,0.224284
STRG.7313.5,3.02138,0.605925,0.394542
STRG.7314.1,3.964,0.794964,0.517632
STRG.7315.1,6.498235,1.303194,0.848561
STRG.7316.1,40310.417969,8084.089355,5263.870605
STRG.7317.1,1.0,0.200546,0.130583
STRG.7318.1,285.723145,57.300602,37.310692
STRG.7319.1,2.916931,0.584979,0.380903
STRG.7320.1,6.644561,1.332539,0.867669
STRG.7320.2,2.944536,0.590515,0.384507
STRG.7321.1,3.825147,0.767118,0.499501
STRG.7322.1,4.344171,0.871206,0.567277
STRG.7322.2,1.735888,0.348125,0.226678
STRG.7322.3,1.316668,0.264052,0.171935
STRG.7322.4,4.451048,0.892639,0.581233
STRG.7323.1,2.424988,0.486321,0.316663
STRG.7324.1,1.0,0.200546,0.130583
STRG.7325.1,27.755243,5.5662,3.624373
STRG.7326.1,19.836895,3.978208,2.590369
STRG.7327.1,2.59703,0.520824,0.339129
STRG.7328.1,825.103882,165.471191,107.74485
STRG.7328.2,33.602795,6.738903,4.387967
STRG.7328.3,6.421528,1.287811,0.838545
STRG.7328.4,4.308687,0.86409,0.562643
STRG.7328.5,2.35969,0.473226,0.308136
STRG.7329.1,9.292477,1.863568,1.213443
STRG.7329.2,4.64344,0.931223,0.606356
STRG.7330.1,21.073875,4.226279,2.751898
STRG.7331.1,6.648253,1.33328,0.868151
STRG.7331.2,6.563725,1.316328,0.857113
STRG.7332.1,23.01565,4.615694,3.005461
STRG.7332.2,3.996114,0.801404,0.521826
STRG.7332.3,3.404173,0.682693,0.444528
STRG.7332.4,1.000208,0.200588,0.130611
STRG.7333.1,1.031838,0.206931,0.134741
STRG.7334.1,18.869839,3.784269,2.464087
STRG.7335.1,180.871674,36.273071,23.618834
STRG.7336.1,55.563652,11.143063,7.255689
STRG.7336.2,8.747533,1.754282,1.142282
STRG.7337.1,40.528198,8.127764,5.292309
STRG.7337.2,18.881819,3.786671,2.465652
STRG.7337.3,2.802393,0.562008,0.365946
STRG.7337.4,97.182831,19.489618,12.690462
STRG.7337.5,27.479433,5.510888,3.588357
STRG.7337.6,3.351363,0.672102,0.437632
STRG.7337.7,1.343107,0.269355,0.175387
STRG.7338.1,33.812916,6.781042,4.415405
STRG.7338.2,16.123459,3.233493,2.105456
STRG.7339.1,5.552933,1.113618,0.725121
STRG.7340.1,6.846377,1.373013,0.894023
STRG.7341.1,8.672748,1.739284,1.132517
STRG.7342.1,17.48126,3.505795,2.282762
STRG.7343.1,458.04953,91.859955,59.813656
STRG.7343.2,19.069677,3.824346,2.490183
STRG.7344.1,174.531738,35.001625,22.790943
STRG.7344.2,99.183083,19.89076,12.951661
STRG.7344.3,16.263105,3.261499,2.123691
STRG.7344.4,15.444136,3.097258,2.016747
STRG.7344.5,4.487196,0.899889,0.585953
STRG.7345.1,9373.354492,1879.78772,1224.00415
STRG.7345.2,3944.686768,791.090759,515.110535
STRG.7345.3,52.509727,10.530611,6.856897
STRG.7345.4,20.493708,4.109929,2.676137
STRG.7345.5,8.20362,1.645202,1.071256
